team_id,date,team,barthag,adj_o,adj_d,adj_tempo,wab
258,2026-01-18,Virginia,.9562,124.7,95.4,46.5,37.2
97,2026-01-18,Louisville,.9496,126.1,97.7,54.1,40.8
228,2026-01-18,Clemson,.9208,116.2,93.9,42.0,41.4
152,2026-01-18,N.C. State,.8991,119.9,99.1,45.5,48.4
153,2026-01-18,North Carolina,.8932,119.9,99.7,42.5,38.8
2567,2026-01-18,SMU,.8852,122.6,102.6,33.0,44.8
2390,2026-01-18,Miami FL,.8659,117.2,99.7,34.3,40.4
259,2026-01-18,Virginia Tech,.8089,114.8,101.3,38.5,40.7
183,2026-01-18,Syracuse,.8072,112.8,99.6,36.4,34.5
154,2026-01-18,Wake Forest,.8037,113.1,100.0,44.1,47.6
25,2026-01-18,California,.7887,112.9,100.7,42.4,41.6
24,2026-01-18,Stanford,.7849,114.0,101.8,43.3,32.3
87,2026-01-18,Notre Dame,.7500,112.3,102.1,41.8,45.1
221,2026-01-18,Pittsburgh,.6724,112.9,106.1,41.1,39.0
52,2026-01-18,Florida St.,.6417,112.3,106.7,52.7,43.7
59,2026-01-18,Georgia Tech,.5690,106.3,103.8,31.2,43.7
103,2026-01-18,Boston College,.5290,100.9,99.9,43.3,36.0
150,2026-01-21,Duke,.9614,122.2,92.4,46.0,43.3
258,2026-01-21,Virginia,.9562,124.7,95.4,46.5,37.2
97,2026-01-21,Louisville,.9496,126.1,97.7,54.1,40.8
228,2026-01-21,Clemson,.9154,116.1,94.4,42.3,41.4
152,2026-01-21,N.C. State,.9052,120.5,99.1,45.2,48.4
153,2026-01-21,North Carolina,.9003,120.8,99.7,43.2,38.4
2567,2026-01-21,SMU,.8912,122.9,102.4,33.5,44.9
2390,2026-01-21,Miami FL,.8550,115.7,99.1,34.0,40.0
259,2026-01-21,Virginia Tech,.8098,114.9,101.3,38.3,40.5
183,2026-01-21,Syracuse,.8044,112.7,99.7,36.5,34.5
154,2026-01-21,Wake Forest,.7927,112.8,100.4,44.3,47.4
25,2026-01-21,California,.7887,112.9,100.7,42.4,41.6
24,2026-01-21,Stanford,.7849,114.0,101.8,43.3,32.3
87,2026-01-21,Notre Dame,.7347,112.2,102.7,41.2,45.7
221,2026-01-21,Pittsburgh,.6643,112.6,106.1,40.7,39.0
52,2026-01-21,Florida St.,.6601,111.7,105.5,51.8,42.9
59,2026-01-21,Georgia Tech,.5690,106.3,103.8,31.2,43.7
103,2026-01-21,Boston College,.5388,100.9,99.6,43.1,36.0
150,2026-01-22,Duke,.9614,122.2,92.4,46.0,43.3
258,2026-01-22,Virginia,.9562,124.7,95.4,46.5,37.2
97,2026-01-22,Louisville,.9496,126.1,97.7,54.1,40.8
228,2026-01-22,Clemson,.9154,116.1,94.4,42.3,41.4
152,2026-01-22,N.C. State,.9052,120.5,99.1,45.2,48.4
153,2026-01-22,North Carolina,.9003,120.8,99.7,43.2,38.4
2567,2026-01-22,SMU,.8912,122.9,102.4,33.5,44.9
2390,2026-01-22,Miami FL,.8550,115.7,99.1,34.0,40.0
259,2026-01-22,Virginia Tech,.8098,114.9,101.3,38.3,40.5
183,2026-01-22,Syracuse,.8044,112.7,99.7,36.5,34.5
154,2026-01-22,Wake Forest,.7927,112.8,100.4,44.3,47.4
25,2026-01-22,California,.7887,112.9,100.7,42.4,41.6
24,2026-01-22,Stanford,.7849,114.0,101.8,43.3,32.3
87,2026-01-22,Notre Dame,.7347,112.2,102.7,41.2,45.7
221,2026-01-22,Pittsburgh,.6643,112.6,106.1,40.7,39.0
52,2026-01-22,Florida St.,.6601,111.7,105.5,51.8,42.9
59,2026-01-22,Georgia Tech,.5690,106.3,103.8,31.2,43.7
103,2026-01-22,Boston College,.5388,100.9,99.6,43.1,36.0
150,2026-01-24,Duke,.9612,123.4,93.3,45.7,44.1
258,2026-01-24,Virginia,.9525,125.0,96.3,46.3,37.1
97,2026-01-24,Louisville,.9506,126.1,97.5,53.9,41.2
228,2026-01-24,Clemson,.9158,116.2,94.4,42.5,41.2
153,2026-01-24,North Carolina,.9064,121.8,100.0,42.8,38.6
152,2026-01-24,N.C. State,.9020,120.4,99.3,44.8,48.1
2567,2026-01-24,SMU,.8852,123.0,103.0,34.2,44.9
2390,2026-01-24,Miami FL,.8641,116.7,99.4,33.5,39.7
259,2026-01-24,Virginia Tech,.8067,114.7,101.3,38.8,41.0
25,2026-01-24,California,.7989,112.9,100.2,42.5,41.9
183,2026-01-24,Syracuse,.7917,113.0,100.6,36.3,34.0
154,2026-01-24,Wake Forest,.7914,113.7,101.2,44.9,47.0
24,2026-01-24,Stanford,.7746,113.4,101.9,43.5,32.9
87,2026-01-24,Notre Dame,.7232,112.1,103.1,41.4,46.2
52,2026-01-24,Florida St.,.6730,112.4,105.5,51.4,43.2
221,2026-01-24,Pittsburgh,.6724,112.9,106.1,40.8,38.9
59,2026-01-24,Georgia Tech,.5684,106.5,103.9,31.5,43.8
103,2026-01-24,Boston College,.5515,101.4,99.6,43.7,36.4
150,2026-01-25,Duke,.9612,123.4,93.3,45.7,44.1
258,2026-01-25,Virginia,.9525,125.0,96.3,46.3,37.1
97,2026-01-25,Louisville,.9506,126.1,97.5,53.9,41.2
228,2026-01-25,Clemson,.9158,116.2,94.4,42.5,41.2
153,2026-01-25,North Carolina,.9064,121.8,100.0,42.8,38.6
152,2026-01-25,N.C. State,.9020,120.4,99.3,44.8,48.1
2567,2026-01-25,SMU,.8852,123.0,103.0,34.2,44.9
2390,2026-01-25,Miami FL,.8641,116.7,99.4,33.5,39.7
259,2026-01-25,Virginia Tech,.8067,114.7,101.3,38.8,41.0
25,2026-01-25,California,.7989,112.9,100.2,42.5,41.9
183,2026-01-25,Syracuse,.7917,113.0,100.6,36.3,34.0
154,2026-01-25,Wake Forest,.7914,113.7,101.2,44.9,47.0
24,2026-01-25,Stanford,.7746,113.4,101.9,43.5,32.9
87,2026-01-25,Notre Dame,.7232,112.1,103.1,41.4,46.2
52,2026-01-25,Florida St.,.6730,112.4,105.5,51.4,43.2
221,2026-01-25,Pittsburgh,.6724,112.9,106.1,40.8,38.9
59,2026-01-25,Georgia Tech,.5684,106.5,103.9,31.5,43.8
103,2026-01-25,Boston College,.5515,101.4,99.6,43.7,36.4
